id_mutation;date_mutation;numero_disposition;nature_mutation;valeur_fonciere;adresse_numero;adresse_suffixe;adresse_nom_voie;adresse_code_voie;code_postal;code_commune;nom_commune;code_departement;ancien_code_commune;ancien_nom_commune;id_parcelle;ancien_id_parcelle;numero_volume;lot1_numero;lot1_surface_carrez;lot2_numero;lot2_surface_carrez;lot3_numero;lot3_surface_carrez;lot4_numero;lot4_surface_carrez;lot5_numero;lot5_surface_carrez;nombre_lots;code_type_local;type_local;surface_reelle_bati;nombre_pieces_principales;code_nature_culture;nature_culture;code_nature_culture_speciale;nature_culture_speciale;surface_terrain;longitude;latitude;section_prefixe
"2018-1276424";"2018-12-27";"1";"Vente en l'état futur d'achèvement";"255000.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"26";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1276207";"2018-12-21";"1";"Vente";"793000.0";"90.0";"None";"BD RICHARD WALLACE";"8150";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0143";"None";"None";"49";"95.19";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"94.0";"5.0";"None";"None";"None";"None";"nan";"2.235278";"48.88227";"0000U"
"2018-1276207";"2018-12-21";"1";"Vente";"793000.0";"90.0";"None";"BD RICHARD WALLACE";"8150";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0143";"None";"None";"2";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.235278";"48.88227";"0000U"
"2018-1276163";"2018-12-20";"1";"Vente";"252000.0";"11.0";"None";"RUE FERNAND PELLOUTIER";"3540";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0005";"None";"None";"2";"47.15";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"56.0";"3.0";"None";"None";"None";"None";"nan";"2.234222";"48.88486";"0000U"
"2018-1276155";"2018-12-19";"1";"Vente en l'état futur d'achèvement";"250000.0";"7.0";"None";"RUE CHARLES CHENU";"1455";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0051";"None";"None";"20";"nan";"9";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"28.0";"1.0";"None";"None";"None";"None";"nan";"2.236453";"48.883235";"0000U"
"2018-1276155";"2018-12-19";"1";"Vente en l'état futur d'achèvement";"250000.0";"7.0";"None";"RUE CHARLES CHENU";"1455";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0051";"None";"None";"38";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.236453";"48.883235";"0000U"
"2018-1276304";"2018-12-19";"1";"Vente en l'état futur d'achèvement";"493700.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"4";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1276304";"2018-12-19";"1";"Vente en l'état futur d'achèvement";"493700.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"63";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1276305";"2018-12-19";"1";"Vente en l'état futur d'achèvement";"512700.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"5";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1276305";"2018-12-19";"1";"Vente en l'état futur d'achèvement";"512700.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"62";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1276307";"2018-12-19";"1";"Vente en l'état futur d'achèvement";"549700.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"19";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1276307";"2018-12-19";"1";"Vente en l'état futur d'achèvement";"549700.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"64";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1276237";"2018-12-18";"1";"Vente en l'état futur d'achèvement";"598000.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"49";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1276237";"2018-12-18";"1";"Vente en l'état futur d'achèvement";"598000.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"31";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1276151";"2018-12-13";"1";"Vente en l'état futur d'achèvement";"325000.0";"7.0";"None";"RUE CHARLES CHENU";"1455";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0051";"None";"None";"21";"nan";"6";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"37.0";"2.0";"None";"None";"None";"None";"nan";"2.236453";"48.883235";"0000U"
"2018-1276151";"2018-12-13";"1";"Vente en l'état futur d'achèvement";"325000.0";"7.0";"None";"RUE CHARLES CHENU";"1455";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0051";"None";"None";"35";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.236453";"48.883235";"0000U"
"2018-1276377";"2018-12-11";"1";"Vente";"950000.0";"9.0";"None";"RUE MONGE";"6175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0015";"None";"None";"22";"nan";"26";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"36.0";"3.0";"None";"None";"None";"None";"nan";"nan";"nan";"0000U"
"2018-1276377";"2018-12-11";"1";"Vente";"950000.0";"9.0";"None";"RUE MONGE";"6175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0015";"None";"None";"23";"nan";"27";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"36.0";"3.0";"None";"None";"None";"None";"nan";"nan";"nan";"0000U"
"2018-1276377";"2018-12-11";"1";"Vente";"950000.0";"9.0";"None";"RUE MONGE";"6175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0015";"None";"None";"21";"nan";"25";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"36.0";"2.0";"None";"None";"None";"None";"nan";"nan";"nan";"0000U"
"2018-1276012";"2018-12-07";"1";"Vente en l'état futur d'achèvement";"616000.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"34";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"67.0";"3.0";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1276028";"2018-12-07";"1";"Vente";"260000.0";"25.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0055";"None";"None";"9";"43.11";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"42.0";"3.0";"None";"None";"None";"None";"nan";"2.236381";"48.882981";"0000U"
"2018-1276012";"2018-12-07";"1";"Vente en l'état futur d'achèvement";"616000.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"44";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1275939";"2018-12-06";"1";"Vente en l'état futur d'achèvement";"750000.0";"7.0";"None";"RUE CHARLES CHENU";"1455";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0051";"None";"None";"24";"nan";"7";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"86.0";"4.0";"None";"None";"None";"None";"nan";"2.236453";"48.883235";"0000U"
"2018-1275939";"2018-12-06";"1";"Vente en l'état futur d'achèvement";"750000.0";"7.0";"None";"RUE CHARLES CHENU";"1455";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0051";"None";"None";"36";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.236453";"48.883235";"0000U"
"2018-1275805";"2018-12-05";"1";"Vente en l'état futur d'achèvement";"1050000.0";"7.0";"None";"RUE CHARLES CHENU";"1455";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0051";"None";"None";"10";"nan";"26";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"124.0";"5.0";"None";"None";"None";"None";"nan";"2.236453";"48.883235";"0000U"
"2018-1275805";"2018-12-05";"1";"Vente en l'état futur d'achèvement";"1050000.0";"7.0";"None";"RUE CHARLES CHENU";"1455";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0051";"None";"None";"43";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.236453";"48.883235";"0000U"
"2018-1275805";"2018-12-05";"1";"Vente en l'état futur d'achèvement";"1050000.0";"7.0";"None";"RUE CHARLES CHENU";"1455";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0051";"None";"None";"42";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.236453";"48.883235";"0000U"
"2018-1275794";"2018-12-04";"1";"Vente en l'état futur d'achèvement";"347000.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"29";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"40.0";"2.0";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1275795";"2018-11-30";"1";"Vente en l'état futur d'achèvement";"564000.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"36";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1275795";"2018-11-30";"1";"Vente en l'état futur d'achèvement";"564000.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"61";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1275798";"2018-11-28";"1";"Vente en l'état futur d'achèvement";"512000.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"22";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"54.0";"3.0";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1275798";"2018-11-28";"1";"Vente en l'état futur d'achèvement";"512000.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"40";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1275644";"2018-11-23";"1";"Vente en l'état futur d'achèvement";"900000.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"66";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1275644";"2018-11-23";"1";"Vente en l'état futur d'achèvement";"900000.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"18";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1275630";"2018-11-22";"1";"Vente en l'état futur d'achèvement";"500000.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"8";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"56.0";"3.0";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1275633";"2018-11-22";"1";"Vente en l'état futur d'achèvement";"1075000.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"16";"nan";"17";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"118.0";"4.0";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1275652";"2018-11-22";"1";"Vente en l'état futur d'achèvement";"919000.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"21";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"93.0";"4.0";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1275714";"2018-11-22";"1";"Vente en l'état futur d'achèvement";"533000.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"13";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"59.0";"3.0";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1275630";"2018-11-22";"1";"Vente en l'état futur d'achèvement";"500000.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"39";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1275633";"2018-11-22";"1";"Vente en l'état futur d'achèvement";"1075000.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"52";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1275633";"2018-11-22";"1";"Vente en l'état futur d'achèvement";"1075000.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"53";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1275652";"2018-11-22";"1";"Vente en l'état futur d'achèvement";"919000.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"47";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1275714";"2018-11-22";"1";"Vente en l'état futur d'achèvement";"533000.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"38";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1275715";"2018-11-22";"1";"Vente en l'état futur d'achèvement";"577000.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"14";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1275715";"2018-11-22";"1";"Vente en l'état futur d'achèvement";"577000.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"42";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1275490";"2018-11-16";"1";"Vente en l'état futur d'achèvement";"292000.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"11";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"34.0";"1.0";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1275493";"2018-11-16";"1";"Vente en l'état futur d'achèvement";"548000.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"33";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"60.0";"3.0";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1275649";"2018-11-16";"1";"Vente en l'état futur d'achèvement";"831000.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"37";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"80.0";"4.0";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1275493";"2018-11-16";"1";"Vente en l'état futur d'achèvement";"548000.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"54";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1275649";"2018-11-16";"1";"Vente en l'état futur d'achèvement";"831000.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"45";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1275489";"2018-11-16";"1";"Vente en l'état futur d'achèvement";"331000.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"1";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1275491";"2018-11-16";"1";"Vente en l'état futur d'achèvement";"352000.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"32";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1275628";"2018-11-16";"1";"Vente en l'état futur d'achèvement";"550000.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"50";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1275628";"2018-11-16";"1";"Vente en l'état futur d'achèvement";"550000.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"20";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1275406";"2018-11-09";"1";"Vente en l'état futur d'achèvement";"518000.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"9";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"61.0";"3.0";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1275406";"2018-11-09";"1";"Vente en l'état futur d'achèvement";"518000.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"51";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1275404";"2018-11-08";"1";"Vente en l'état futur d'achèvement";"369000.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"35";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"40.0";"2.0";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1275408";"2018-11-08";"1";"Vente en l'état futur d'achèvement";"523000.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"12";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"55.0";"3.0";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1275414";"2018-11-08";"1";"Vente en l'état futur d'achèvement";"277000.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"7";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"30.0";"1.0";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1275408";"2018-11-08";"1";"Vente en l'état futur d'achèvement";"523000.0";"29.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0053";"None";"None";"46";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.236716";"48.882989";"0000U"
"2018-1275270";"2018-11-07";"1";"Vente en l'état futur d'achèvement";"937000.0";"7.0";"None";"RUE CHARLES CHENU";"1455";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0051";"None";"None";"12";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.236453";"48.883235";"0000U"
"2018-1275270";"2018-11-07";"1";"Vente en l'état futur d'achèvement";"937000.0";"7.0";"None";"RUE CHARLES CHENU";"1455";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0051";"None";"None";"34";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.236453";"48.883235";"0000U"
"2018-1275270";"2018-11-07";"1";"Vente en l'état futur d'achèvement";"937000.0";"7.0";"None";"RUE CHARLES CHENU";"1455";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0051";"None";"None";"52";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.236453";"48.883235";"0000U"
"2018-1275388";"2018-11-05";"1";"Vente";"155000.0";"62.0";"None";"RUE VICTOR HUGO";"9635";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0121";"None";"None";"11";"44.55";"431";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"45.0";"2.0";"None";"None";"None";"None";"nan";"2.235794";"48.88264";"0000U"
"2018-1275388";"2018-11-05";"1";"Vente";"155000.0";"62.0";"None";"RUE VICTOR HUGO";"9635";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0121";"None";"None";"599";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.235794";"48.88264";"0000U"
"2018-1275258";"2018-10-11";"1";"Vente en l'état futur d'achèvement";"620000.0";"7.0";"None";"RUE CHARLES CHENU";"1455";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0051";"None";"None";"13";"nan";"19";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"68.0";"3.0";"None";"None";"None";"None";"nan";"2.236453";"48.883235";"0000U"
"2018-1275258";"2018-10-11";"1";"Vente en l'état futur d'achèvement";"620000.0";"7.0";"None";"RUE CHARLES CHENU";"1455";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0051";"None";"None";"49";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.236453";"48.883235";"0000U"
"2018-1274354";"2018-09-28";"1";"Echange";"20000.0";"148.0";"None";"RUE DE LA REPUBLIQUE";"8140";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0026";"None";"None";"204";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.235351";"48.884451";"0000U"
"2018-1274354";"2018-09-28";"2";"Echange";"20000.0";"148.0";"None";"RUE DE LA REPUBLIQUE";"8140";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0026";"None";"None";"182";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.235351";"48.884451";"0000U"
"2018-1274176";"2018-09-21";"1";"Vente";"479000.0";"11.0";"None";"RUE LUCIEN VOILIN";"5175";"92800";"92062";"Puteaux";"92";"None";"None";"920620000U0105";"None";"None";"15";"60.6";"36";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"56.0";"3.0";"None";"None";"None";"None";"nan";"2.236178";"48.882391";"0000U"
